0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
RT,@Fit4LifeMike:,@Whitecholo23,@chanelisabeth,true,i,need,to,sleep,to,make,them,Gainz,bruh!,So,all,the,hoes,stay,Mirin,;p,"Alright,",later,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
All,these,hoes,fuckin...,Be,Careful!,Just,cos,she,look,"good,",don't,mean,she's,good,for,you!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
bitches,be,like,i'm,mixed,wit,Italian,Chinese,nd,African,American,I,be,like,bitch,just,cuz,you,ate,ur,http://t.co/ZdWd3l8M,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I,do,the,shit,you,bitches,is,too,pussy,to,do,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@BudaHefner74:,Roll,up,let's,get,high,let's,get,high,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@BranninWGL,I'll,say,it,for,you..,Do,ya,woman,want,you,on,the,couch,in,plain,sight,or,outchea,with,these,bitches?,Simple.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Only,Americans,would,hire,white,trash,with,ties,to,international,terrorism,as,police,officers.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@SAADTHESAV:,bitches,saying,ray,rice,got,what,he,deserved,but,just,a,month,ago,wanted,this,man,free,<pad>,http://t.co/VFN1iS7Wx3smh,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@MidniteBoss:,If,you,"snipe,",you're,a,fucking,faggot.,I,fucking,hope,all,of,you,snipers,get,fucking,raped,and,suffer,from,cancer.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
sarcastic,"cunt,",yes,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@TaughtYouWell:,Boobs,boobs,boobs,boobs,lotta,boobs,Man,I,make,the,baddest,bitches,send,me,nudes,<pad>,http://t.co/6tzYXgvqZv,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@Bucky_Montana:,If,this,was,high,school,ER,body,catch,A's,hoe,lmao,http://t.co/bPfz7sl2mp,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@chvrchs:,my,rapper,name,would,be,nigger,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Almost,got,to,see,a,white,boy,get,beat,around,"today,",but,he,ran,like,a,bitch.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@willyroast2:,yo,girl,pussy,stank,@SoloExMachina,This,tweet,stinks,RT,@willyroast2:,There,is,no,suck,thing,as,a,faithful,bitch,in,Washin,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
"""@Datruthh_:",Don't,do,em,with,my,girl,lol,RT,@thelaurenway:,So,when,yall,in,threesomes,does,your,girl,eat,the,pussy,"too?""",<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Nikki,Minaj,is,proof,that,natural,is,better,!,Minimal,is,best,!,Some,of,y'all,hoes,be,overdoing,it,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@T_FLYE,he,killed,that,hoe,though,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@coffincreepxx:,Jose,is,so,fucking,mean,to,me,like,damn,bitch,lol,fuck,you,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@SwallowMyChakra:,Crying,RT,@WestSideFlee:,How,you,gone,wife,a,bitch,that,let,niggas,lick,on,her,head,in,public?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Damn,lol,@Pearls_N_Kisses:,Take,a,"picture,",it,last,longer,than,staring,like,a,weird,ass,bitch.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@ItsOnlyJess,@LukeFriendyy,@J_CATS_RULE,she's,a,right,"twat,",I'd,tell,"you,",honestly,Sky!,Honestly,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I,chase,bread,over,hoes,cause,i,never,met,a,dollar,i,aint,like,#Facts,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
We,don't,want,yo,bitch,"mane,",we,just,wanna,have,fun,with,her.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Me,and,my,bitch,song,#IfIHadMe1,http://t.co/Qlt02eLfAf,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@Miley_Highrus,@Shylooooeee,slap,a,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Didn't,know,Alberta,had,Brampton,bitches,#flourish,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@ImaKittttyy:,Made,Homemade,chili,and,cornbread,for,dinner.,And,watching,Supernatural,with,my,fave,boys!,Happy,Saturday,bitches!,http:/,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
"""Fuck",5/0,I,make,my,own,rules.,Suck,my,dragon,balls,bitch,call,me,"goku""",<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Just,hold,on,we,goin,to,the,crib,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@GUCCISAYBUR:,if,u,say,ur,a,mermaid,it,obviously,means,ur,pussy,is,fishy,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@SAVINGNOHOES:,When,she,ask,how,imma,eat,her,pussy,https://t.co/6wVjrC3m1Q,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@JerGucci,ur,avi,prolly,shoot,dust,out,your,phone,cuz,that,shit,so,old,u,cat,fishing,the,bitches,on,here,lmao,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
You,the,bitch,nigga,"type,",you,ain't,never,had,a,fight.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@MrMooncricket,@FuckTheMallcops,@AtBlackface,@UncleUnco,@BobbyBotsods,@RacistNegro69,y'all,is,coons,n,uncle,toms,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@HornyFacts:,I,call,my,penis,The,Titanic,because,so,many,bitches,went,down,on,it.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I'm,already,tired,and,mr,stupid,af,decides,to,show,us,a,video,on,trigonometric,notions,so,um,yeah,I,just,wanted,to,say,you're,a,hoe,<pad>,<pad>,<pad>,<pad>,<pad>
Ik,his,bitch,ass,saw,me,mentioned,his,tall,ass,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I,let,hoes,make,it,too,much,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@ZANNLXRD:,i,hate,when,italian,ppl,say,"""olive",garden,isnt,real,italian,"food""",fuck,ur,grandmas,roasted,casserole,you,bitch,olive,garden,i,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Backdoor,is,open:,them,hoes,will,let,you,fuck,em,in,the,ass.,Usually,an,extra,charge,plus,the,rate,you,agreed,upon.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@YourDudeFerg,I,wish,you,"wood,",Like,a,tree,in,this,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Raunchy,ass,to,pussy,action,with,Sakurako,offering,up,her,holes,foruse,http://t.co/9elp4XyE9D,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Thats,fucked,up,give,him,some,pussy,RT,"""@xomaryjeanxo:",Woke,up,with,sex,on,my,"mind,",I,should,just,play,with,(cont),http://t.co/GYYeayZrjy,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@YepRealPosts:,Selena,mothered,these,hoes,http://t.co/phsDhxjm6e,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@hekterr,don't,stop,now,half,"breed,",I'm,just,starting,to,learn,about,what,makes,you,a,dumb,ass,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Step,Up,All,In,was,so,horrible,that,bitch,went,straight,to,dvd,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@McwilliamsBrett,ayyy,tell,that,bitch,in,your,avi,she,needs,fix,a,flat,for,dat,flat,ass,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@_Jamal___:,these,hoes,ain't,loyal,no,they,ain't,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@YoShortyMa:,I'll,kill,this,bitch,no,hesitation,http://t.co/UxePa9LVi5,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@On_Point_Prg,@Fempop,@WendyDavisTexas,Did,you,take,a,picture,of,your,pussy,I,hope,you,super,sized,it,because,it's,huge,grand,canyon,size,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@meaghanyockey:,"""@savanaharanda:",Is,you,a,girl,or,a,guy,is,you,my,mom,or,is,you,my,dad,"?""",Im,a,butch,dyke,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
You,can,expect,me,to,be,a,total,bitch,towards,you,now,yet,again.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@Benny_Balboa,not,to,yall,thou!,Yalll,fucking,glad,bag,trash,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
hahaha,damn,dirtyyyy,hoes,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
animal,crackers,are,the,fuckin,"bomb,",yo,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Awwwwww,RT,@Tyga:,That,ain't,my,hoe.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
',Leo,Apolonio,Look,this,niggah,did,a,drive,by,on,the,bike,http://t.co/3NisWlPNeC,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I,wanna,experience,that,late,30searly,40s,pussy,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@_BeautifulKeezy:,Alyssa,you,ignoring,me,bitch,but,you,better,text,me,back,cause,I'm,serious,!fuck,u,smokey,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
When,she's,a,straight,up,hoe,but,doesn't,suck,dick.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@LimitlessMudi,@YoDeddyUgly,Y'all,both,trash,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
99,problems,but,a,bitch,ain't,1,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@karlos_budah:,Give,me,headkiss,yo,nigga,you,a,ill,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@AntiCHILL:,Just,had,a,convo,wit,my,ex,n,she,reminded,me,y,she,is,my,ex,smh,idk,y,i,even,answerd,for,this,bitch,<pad>,<pad>,<pad>,<pad>,<pad>
#xfactorau,sick,of,guys,who,sing,like,pussies.,Where,are,the,rock,type,men?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Okay.,Here.,IF,#natitude,is,SOOOOO,COOL,How,come,you,bitches,don't,call,Obama,by,BO,JINGO?,That's,what,I,thought.,#gobuycomb,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@JOLTNG,niger,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
You,can,call,me,a,"bitch,",OK!,But,a,the,thief,get,out,of,here.,Smdh,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
My,main,girl,Tryna,get,a,blessing,why,my,side,hoe,Tryna,get,affection,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Dis,be,one,sexy,bitch,http://t.co/lVCNeDp4PT,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@aldofelix,naw,dude,I,"wish,",they're,white,trash,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Way,too,many,pussies,who,just,lay,down,and,do,nothing,in,my,generation.,Both,literally,and,figuratively.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Flaming,faggots,that,publicly,state,how,they,want,everything,handed,to,them.,Like,fuck,you,"dude,",get,off,your,bottom,ass,and,do,something,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@lukejohnson06,@laurenbeckkkk1,@lllexiss,hey,dude,watch,who,your,calling,a,bitch..,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@__Stackzz:,@VoiceOfDStreetz:,@__Stackzz:,@VoiceOfDStreetz,lol,for,what?,Lol,you,dissing,us,shut,up,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@marylene58:,"""@maggietanquary:",shes,one,of,the,ugliest,women,Ive,ever,seen.,Cross,between,a,reptile,and,a,"crow.""",http://t.co/jsyAoguP4S,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
You,said,I,texted,u,and,told,u,I,missed,you?,Yeah,I,did,bitch,like,4,weeks,ago.,Grow,up,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@ArmyBulldog20:,@AcmeHandle,Nothing,that,the,Russians,did,in,their,support,of,the,rebels,surprises,me.,Putin,views,Obama,as,a,pussy.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@SlimGirl_Probz,das,calld,usen,yo,brain,retard,y,would,i,whoop,yo,ass,n,front,of,da,police,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Your,eyebrows,on,"fleek,",but,ya,pussy,on,stink,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@DeezNutsDoe,how,about,you,wash,my,butthole,out,with,your,tongue,you,little,faggot,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Stop,being,a,hoe,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Man,if,a,bad,washington,heights,chick,on,Dyckman,likes,me,grabs,her,pussy,and,yells,out,"""what's",good,"son""",I'm,still,fuckin,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@AlmightyVinny_:,Fucc,hoes,dats,how,I,feel,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@mynamesryann,@Caroline_Poe,called,her,a,cunt,too,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@Herfarm,@SteveWorks4You,@TheDemocrats,your,low,info,redneck,dumbasses,vote,for,these,corporate,shills,that,idiots,like,you,believe,#dummies,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@YeIIowbang,mannn,Mexicans,in,Houston,LOVE,their,high,school,freshman,hoes,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Can,someone,treat,me,to,some,grub?,I'm,broke,bitch,over,here.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
these,hoes,bout,to,prosper,on,cinegram,#LORDWILLIN,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@Shmalec13,chad,reeds,a,fag,he's,a,5th,kinda,guy,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@dinero700k_:,These,hoes,really,would,sit,in,your,face,and,act,like,they,puttin,the,world,in,the,relationship,been,fuckin,off,the,whole,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
',If,you,get,yo,girl,took,don't,be,mad,at,the,niggah,who,did,it,Be,mad,at,her,",",Cause,he,don't,owe,you,loyalty,",",she,does,.,<pad>
If,you,texting,other,niggas,just,let,me,know,so,I,can,find,me,some,other,bitches.,No,hard,feelings,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
and,this,is,why,I'm,"single,",I,don't,fuck,with,bitches,or,there,attitudes,foh.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
"""@Tmacc_GFG:",BOBBY,BITCH-by,@BobbyShmurdaGS9,be,getting,me,live,as,"fuck""",hell,yea,i,play,that,hoe,before,my,workout,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@Meechgod:,@1017_Sqquad:,But,it's,some,bad,bitches,on,backpage,.,You,might,find,one,of,yo,followers,on,there,too,#WhereTheyAtDo,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
guy,complains,to,me:,#gays,are,over-sensitive.,my,response:,and,look,at,you,complaining,like,little,pussy.,waahh,waahh,#hypocrite,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
big,bitches,be,sayin,why,yo,eyes,all,on,my,stomach?,Bitch,why,yo,stomach,all,in,my,eyes,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@jasminee_gamboa:,hoes,will,be,hoes,.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Guys,now,and,days,act,like,they,don't,care,because,pussy,is,easy,but,that's,not,the,only,thing,that,matters,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
