0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
RT,@lildurk_:,I,don't,fuck,with,bitch,niggas,I,only,fuck,niggas,bitches,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@Nikki_Boo22,bitch,you,hella,late,I,went,yesterday,lol,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Saw,a,vine,of,Kobe,calling,Dwight,Howard,"""you",a,bitch,ass,"nigga""",<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@berryDAbody:,Its,unexplainable,how,booty,and,fucking,ass,these,bitches,be.,They,live,to,be,funny.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Kicking,niccas,Tf,outcha,mentions,like,http://t.co/bEl7uNzgLt,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@thtsher__:,if,ya,bitch,mad,tell,ha,I'll,put,ha,own,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Bro,everybody,is,a,ho,"then,",fuck,"it,",your,favorite,Color,is,mango,red,you,are,a,"ho,",you,charge,your,phone,all,the,way,to,100%,=,"Ho,",smh,<pad>
Niggas,ain't,loyal,gott,bitches,stiffer,than,you,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@karmendanielle_,u,gotta,slow,down,these,coon,hrs,all,they,know,is,love,n,hip,"hop,","lebron,fake",love,quotes,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I,hate,self-rightous,Black,bitches.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@CoronaDior,just,found,u,and,fuck,is,my,cock,hard!,Love,your,dripping,pussy,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@REM_2014,biiiiiiiitch,don't,start,with,this,again,haha,my,niggggg,grandma,come,over,hoe!,If,ya,want,I'll,try,to,scoop,ya,up,today,if,ya,<pad>,<pad>,<pad>,<pad>,<pad>
Niggas,actin,like,hoes,most,of,em,bitches,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@thisisricklol,sexy,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@JeremyAdams_,you're,a,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@KingHorseDick:,If,I,eat,the,pussy,and,it,taste,like,"mold,",I,stop.,So,u,cant,tell,ppl,I,ate,u,if,I,aint,finish.,<pad>,<pad>,<pad>,<pad>,<pad>
"""@NoChillPaz:","""At",least,I'm,not,a,"nigger""","http://t.co/RGJa7CfoiT""",Lmfao,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
bout,to,beat,this,case,like,a,pussy,nigga,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@ItsMander,@kfc,You,can,always,gets,da,colored,folk,back,in,da,cage,wit,da,KFC,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Im,tired,of,all,these,weak,ass,men,in,my,mentions,tellin,me,why,it,is,ok,or,justified,to,punch,a,woman,in,the,face.,That,shit,is,bitch,made.
Few,Instagram,likes,a,bitch,swear,dat,she,on,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@onIinebaby,I,knew,you,were,a,faggot,though,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@davidly62793584,how,many,fuckin,fags,did,a,even,get?,Shouldnt,be,allowed,into,my,wallet,whilst,under,the,influence,haha,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@Mr_Lewis_,@brookebrooklyn_,ohh,"yaa,",he,wants,Brooke,to,be,his,pinkie,toe,so,he,can,bang,it,on,the,coffee,table.,What,a,twat!,Lol,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Lol,RT,@JayFucknHarris:,Youuuuu,got,niggas,but,I,don't,got,bitches,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@YABOYLILB:,*rides,into,the,pussy,on,a,gym,class,butt,scooter*,http://t.co/573pZSOuc1,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@dolphrudager,You,don't,have,any,kids?!,What,are,"you,",one,of,them,queers!?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@pocahontias__:,Idc,about,yall,bitches,yo,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
#bslfe,in,this,bitch,#PullUp,40st,and,Washington,space,A-80,http://t.co/H2HV64h9wh,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@trestiffer@Rhyds_herrrrrr,had,me,so,high,off,the,monkey,nutts,yesterday,nbs,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Lmfaooo,this,bitch,hits,my,car,and,calls,the,cops,and,says,it,was,my,fault,dumb,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@_WORDtotheWISE,some,hoe,shit,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@englandlauren,@iain4harrison,@oliviaboncic,sprite*,hoe,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@AssholeOfDaYear:,Always,a,bit,of,irony,in,the,air,when,chicks,call,strippers,hoes,then,grind,on,yo,dick,4,free,to,the,same,song,stri,...,<pad>,<pad>,<pad>
"""@SamJLayman",:,Holy,"shit,",Freddie,Highmore,was,in,Charlie,and,the,Chocolate,"Factory""",Me:,*rolls,on,the,"floor,",laughing*,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@CheyenneWright_:,@villasenor_30,it,means,you're,a,faggot,lol,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Yo,daddy,is,a,"bitch,",you,jus,a,son,of,that,boyyy..,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
...,I,just,feel,bad,for,the,women,that,continually,flock,to,such,darkness.,Thugs,talk,the,big,talk,to,simple,minded,hoes,and,to,their,own.,<pad>,<pad>,<pad>,<pad>
RT,@RuNeshaShamia:,Drunk,inlove,with,my,gun,bae,bitch,Beyonc,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@AnthonyCumia,pussy,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
And,here,standing,in,the,red,corner,@John_Mayer_69,weighing,145lbs,the,pussy,destroying,champion,of,the,"world,",Adam,nobodyknowshisrace,smith,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Yo,pussy,overrated,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Now,a,"days,",hoes,be,twerkin,for,new,weave.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@lavishlolaaaaaa:,Bitches,be,out,here,eating,pussy,more,than,niggas,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@_iHATEMOON:,All,these,bitches,&amp;,niggaz,with,they,imaginary,haters,.....,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@PapasPaid:,My,tuesday,bitch,man,I,aint,even,hit,it,yet,just,finger,pop,her,pussy,just,to,sit,and,get,the,kitty,wet,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
#IHopeSomeday,that,these,hoes,just,find,their,own,relationship,instead,of,ruining,others,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@dattniggamatt_:,I'm,a,cool,ass,nigga,lbs..it's,rare,if,a,mf,don't,like,me..nigga,you,either,hating,or,mad,cus,yo,bitch,choosing,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Because,of,the,message,that,sends,to,LGBTQ,residents,in,the,state.,Not,as,if,West,Virginia,is,a,paradise,for,queer,people.,Today,is,major.,<pad>,<pad>,<pad>,<pad>,<pad>
I,fear,no,niggah,I,trust,no,bitchhh..,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Fuck,off,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@_BeautifulKeezy:,im,so,winning.,http://t.co/Jf6U54CMW3,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@LanaeCute_ass:,My,bitch,bad,she's,a,Puerto,Rican,what,song,is,that,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@Hype,I'm,not,delivering,to,that,bitch,boy,anymore.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
When,a,pussy,nigga,socks,you,and,doesn't,knock,you,out.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
These,groupie,bitches,wild,enough,to,suck,a,babies,dick,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Even,gtta,AK,sittn,at,my,bitch,house,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@_n1k_nak,Status,Report:,Making,a,pit,stop,in,Canada,to,rape,bitches,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Iv,decided,to,grow,my,"hair,",i,aint,braiding,it,tho...straight,curls,out,dis,bitch,!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@AbrehamDadi,no,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@dish_answers,You,gots,da,BET,and,da,MSNBC,wit,dat,colored,reverend,who,only,listen,to,coloreds.,What,else,I,missing?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
#JesusChrist,was,STRAIGHT,That's,why,the,#faggots,killed,him.,#PERIOD,#SonOfGod,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@valonfox13,not,no,but,hell,"no,",when,blk.,stop,sayin,nigger,I,"will,",what,they,can,have,I,can,have.,this,is,america,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Eat,so,much,pussy,that,my,mustache,pink,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@WeBeatBitches,thats,"trash,",its,ot?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
pure,trash,http://t.co/A2RbVEBeg1,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
That,was,almost,10,years,ago.,I,gave,ALL,them,bitches,away.,or,they,were,stolen.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@NatexHate:,Fuck,that,cock,sucker,hulk,hogan,put,him,in,camel,clutch,fuck,his,ass,make,him,humble,#bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
That,was,deep..,like,yo,mommas,pussy,deep.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@dilemma617:,Your,iPad,raised,your,kid,to,be,a,giant,pussy.,Good,job.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
my,flow,sicker,then,then,the,bitch,magic,Johnson,was,lickin,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@reshell_:,Keshun,be,like,it,aint,nothing,to,cut,that,bitch,nawl,it,aint,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@NoBeeetch:,@Ugh_Sickoe,@thuggchelseaa,aye,bitch,http://t.co/7NIebl9xQr,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@Moisessp14:,Look,at,u,now,u,pregnant,stupid,bitch,lol,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Well,dayum,RT,@Tristine214:,I,seen,you,bitches,knocking,censor,tags,off,your,clothes,on,your,patio,with,hammers,http://t.co/tWE3VY0Bk5,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@MackLovin_:,"Ctfu,",nigga's,only,call,you,a,bitch,when,you,speaking,the,truth,about,em,or,they,don't,get,they,way,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@sblmnl_crmnl:,@woods_lamar,shut,your,nigger,"ass,",lamar,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
i,havnt,fought,a,bitch,ina,minute.,.cant,wait.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@dre_snipes,@TheReal__Hop,"lmao,",them,bitches,was,the,truth,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Y'all,hoes,really,get,mad,cause,a,nigga,don't,want,cha,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@EmpressTaTa,aww,man,we,had,a,BALL.,Small,lil,affair.,Set,that,bitch,out!,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@Leslieeeixta:,Bdubs,is,packed,with,beaners,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I,will,eat,these,hoes,alive,<pad>,http://t.co/R4LW4KKfr1,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@NoHoesNextDoor:,When,you,make,a,beat,with,a,pencil,in,class,and,the,teacher,says,"""keep",making,that,trash,ass,beat,and,I'll,fail,"you""",ht,<pad>,<pad>,<pad>,<pad>
@_Saltlife13,Long,story,lol,but,I've,missed,you,faggot,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Lmfaooo,nigga,RT,@SenorSteez:,"Nigga,",yo,lips,look,like,a,charcoal,bitch,pussy.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@Partyprobs:,If,you,open,a,beer,and,don't,finish,it,you,are,what,is,known,as,a,little,bitch,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
It,really,is,too,bad,that,#California,had,faggot,marriage,forced,upon,her,after,her,citizens,declared,it,illegal.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@CrownHer:,Takes,a,ho,bath,RT,@1stZodiacSign:,He's,terrified,of,water.,How,TF,does,he,wash,himself,everyday?,lol.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@jeffjam,@toddgunter,@cgoodwoman,They,do.,Why,else,do,teachers,constantly,bitch,about,pay?,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Olivia's,pussy,so,good,that,he,got,Jake,to,sip,tea,with,the,enemy.,O.P.,is,the,baddest,bitch.,#ScandalABC,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
Snapchat,me,bitches,@/jaceyjanette,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@A1lovely_:,At,least,i,say,im,crazy.some,nigga,gotta,find,out,a,bitch,wild,when,she,shooting,at,they,ass,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@YeIIowbang,I,hate,that,faggot,he,so,corny,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
I,swear,ain't,nothing,worse,than,a,bad,bitch,that,lost,it,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
It,aint,nuttin,to,cut,that,bitch,off..thats,why,that,shit,my,ring,tone,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
#wrongfilmquotes,..everytime,I,come,in,the,kitchen,you,in,the,"kitchen,",in,the,goddamn,refrigerator.,Eatin,up,all,the,pussy,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@YourMajestyV_:,You,got,"bitches,",and,I,don't,have,niggas,.,I,want,you.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@ImEfficient:,Talking,about,you,hate,men,and,done,with,penis,but,go,get,you,a,manly,looking,chick,that,uses,a,strap,on,bitch,stfu,<pad>,<pad>,<pad>,<pad>,<pad>
my,mom,tried,to,get,me,to,buy,beaner,boots,bc,they,were,on,sale,like,I'm,not,in,a,mariachi,band,please,stop.,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
@sramirez07943,I,miss,you,too,faggot,<pad>,http://t.co/vKYJGRIIFf,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
"""hoes",suck,my,dick,cus,i,look,like,john,stockton,hit,em,wit,the,"choppa,",luke,i,am,your,"fatherrr""",-,@LILBTHEBASEDGOD,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
So,buy,another,"round,",they,tried,to,shut,us,down,bout,an,hour,"ago,",but,we,still,in,this,bitch.,Early,not,late!,Follow,@217Emmanuel,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
RT,@OnDave_:,"""@WhereYoHussleAt:",@CiddyP_60,ion,like,him,he,annoying,I,thincc,he,knows,I,don't,"too""",That,nigga,a,supa,fag,on,Dave,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>,<pad>
